record_type,from_stop-to_stop,time_ver_0,time_ver_1,time_ver_2,time_ver_3,distance_km,from_stop,to_stop
D,asnbus-zlrbri,22,22,22,22,19.0,asnbus,zlrbri
D,asnbus-zwoklo,35,35,35,35,33.0,asnbus,zwoklo
D,asncir-asngar,5,5,5,5,4.0,asncir,asngar
D,asngar-annhun,24,24,24,24,17.5,asngar,annhun
D,asngar-annmar,24,24,24,24,17.5,asngar,annmar
D,asngar-annwep,28,28,28,28,13.445,asngar,annwep
D,asngar-apsbos,32,32,32,32,20.02,asngar,apsbos
D,asngar-asnale,10,10,10,10,10.0,asngar,asnale
D,asngar-asnbaa,13,13,13,13,4.5,asngar,asnbaa
D,asngar-asnbkw,10,10,10,10,5.284000000000001,asngar,asnbkw
D,asngar-asnbui,5,5,5,5,3.0,asngar,asnbui
D,asngar-asnbus,7,7,7,7,2.5,asngar,asnbus
D,asngar-asncir,5,5,5,5,4.0,asngar,asncir
D,asngar-asnhem,7,7,7,7,4.5,asngar,asnhem
D,asngar-asnhil,10,10,10,10,10.0,asngar,asnhil
D,asngar-asnind,3,3,3,3,3.0,asngar,asnind
D,asngar-asnmlk,7,7,7,7,4.5,asngar,asnmlk
D,asngar-asnmon,8,8,8,8,8.0,asngar,asnmon
D,asngar-asnnob,9,9,9,9,5.0,asngar,asnnob
D,asngar-asnrij,8,8,8,8,4.4,asngar,asnrij
D,asngar-asnsal,10,10,10,10,8.6,asngar,asnsal
D,asngar-asnsel,7,7,7,7,2.8,asngar,asnsel
D,asngar-asnsta,7,7,7,7,5.2,asngar,asnsta
D,asngar-asnsto,2,2,2,2,1.2,asngar,asnsto
D,asngar-asntor,15,15,15,15,10.0,asngar,asntor
D,asngar-asnvre,7,7,7,7,5.59,asngar,asnvre
D,asngar-asnwal,9,9,9,9,6.0,asngar,asnwal
D,asngar-asnwei,7,7,7,7,4.5,asngar,asnwei
D,asngar-asnwij,8,8,8,8,5.327,asngar,asnwij
D,asngar-asnwit,10,10,10,10,8.0,asngar,asnwit
D,asngar-beins,25,25,25,25,18.0,asngar,beins
D,asngar-bgrcen,22,22,22,22,22.5,asngar,bgrcen
D,asngar-bgrrot,22,22,22,22,22.5,asngar,bgrrot
D,asngar-brvn33,29,29,29,29,25.0,asngar,brvn33
D,asngar-dkless,25,25,25,25,23.0,asngar,dkless
D,asngar-dpubus,22,22,22,22,15.0,asngar,dpubus
D,asngar-dpunor,22,22,22,22,15.0,asngar,dpunor
D,asngar-dvbbus,35,35,35,35,28.0,asngar,dvbbus
D,asngar-dvrbri,40,40,40,40,31.0,asngar,dvrbri
D,asngar-dwlval,31,31,31,31,30.0,asngar,dwlval
D,asngar-eelair,25,25,25,25,16.0,asngar,eelair
D,asngar-eeling,25,25,25,25,16.0,asngar,eeling
D,asngar-eelter,25,25,25,25,19.35,asngar,eelter
D,asngar-emnbu5,45,45,45,45,39.5,asngar,emnbu5
D,asngar-emnbus,45,45,45,45,39.5,asngar,emnbus
D,asngar-gllrtd,17,17,17,17,12.5,asngar,gllrtd
D,asngar-gngadl,35,35,35,35,32.0,asngar,gngadl
D,asngar-gngbus,30,30,30,30,32.0,asngar,gngbus
D,asngar-gngcs,30,30,30,30,32.0,asngar,gngcs
D,asngar-gngegw,27,27,27,27,30.33,asngar,gngegw
D,asngar-gngest,21,21,21,21,27.368,asngar,gngest
D,asngar-gnggar,33,33,33,33,32.839,asngar,gnggar
D,asngar-gngied,31,31,31,31,27.5,asngar,gngied
D,asngar-gnglen,25,25,25,25,24.758000000000003,asngar,gnglen
D,asngar-gngluy,25,25,25,25,25.0,asngar,gngluy
D,asngar-gngumc,28,28,28,28,28.09,asngar,gngumc
D,asngar-gngzen,35,35,35,35,30.0,asngar,gngzen
D,asngar-gngzpa,35,35,35,35,30.0,asngar,gngzpa
D,asngar-gngzui,30,30,30,30,32.0,asngar,gngzui
D,asngar-gtnbri,23,23,23,23,15.0,asngar,gtnbri
D,asngar-gtnknp,18,18,18,18,15.0,asngar,gtnknp
D,asngar-gtnn34,23,23,23,23,15.0,asngar,gtnn34
D,asngar-hgnns,32,32,32,32,34.0,asngar,hgnns
D,asngar-hgnvol,35,35,35,35,36.0,asngar,hgnvol
D,asngar-hrgetm,23,23,23,23,22.5,asngar,hrgetm
D,asngar-hrgp+r,25,25,25,25,23.0,asngar,hrgp+r
D,asngar-hrgraa,25,25,25,25,20.0,asngar,hrgraa
D,asngar-hrgsta,26,26,26,26,24.96,asngar,hrgsta
D,asngar-mplns,55,55,55,55,56.0,asngar,mplns
D,asngar-mpltor,51,51,51,51,55.0,asngar,mpltor
D,asngar-nrgnac,25,25,25,25,23.0,asngar,nrgnac
D,asngar-nrgwes,27,27,27,27,24.0,asngar,nrgwes
D,asngar-onnlan,25,25,25,25,24.0,asngar,onnlan
D,asngar-pzemol,28,28,28,28,20.71,asngar,pzemol
D,asngar-rdebus,40,40,40,40,24.1,asngar,rdebus
D,asngar-shdcen,25,25,25,25,23.0,asngar,shdcen
D,asngar-sknbus,45,45,45,45,36.0,asngar,sknbus
D,asngar-smdkoo,22,22,22,22,15.5,asngar,smdkoo
D,asngar-smdpol,18,18,18,18,14.0,asngar,smdpol
D,asngar-vdmaqu,31,31,31,31,17.0,asngar,vdmaqu
D,asngar-vdmbus,30,30,30,30,16.5,asngar,vdmbus
D,asngar-vdmgar,30,30,30,30,16.5,asngar,vdmgar
D,asngar-vdmjul,41,41,41,41,26.012,asngar,vdmjul
D,asngar-vdmsta,38,38,38,38,32.0,asngar,vdmsta
D,asngar-vdmwoo,37,37,37,37,20.489,asngar,vdmwoo
D,asngar-vhznor,18,18,18,18,16.0,asngar,vhznor
D,asngar-vrsraa,14,14,14,14,9.68,asngar,vrsraa
D,asngar-wsbbvw,23,23,23,23,23.0,asngar,wsbbvw
D,asngar-wsbmeu,30,30,30,30,24.0,asngar,wsbmeu
D,asngar-zlrbri,22,22,22,22,17.5,asngar,zlrbri
D,asngar-zwoklo,38,38,38,38,35.0,asngar,zwoklo
D,asnhem-asnbus,3,3,3,3,2.0,asnhem,asnbus
D,asnhem-asngar,7,7,7,7,4.5,asnhem,asngar
D,asnhil-asnbus,15,15,15,15,11.5,asnhil,asnbus
D,asnhil-asngar,10,10,10,10,10.0,asnhil,asngar
D,asnind-asngar,3,3,3,3,3.0,asnind,asngar
D,asnind-gnggar,35,35,35,35,31.598000000000003,asnind,gnggar
D,asnmlk-annmar,27,27,27,27,15.0,asnmlk,annmar
D,asnmlk-asnbkw,9,9,9,9,4.7,asnmlk,asnbkw
D,asnmlk-asnbus,8,8,8,8,3.3,asnmlk,asnbus
D,asnmlk-asngar,7,7,7,7,4.5,asnmlk,asngar
D,asnmlk-asnsel,7,7,7,7,3.9,asnmlk,asnsel
D,asnmlk-asntor,11,11,11,11,8.147,asnmlk,asntor
D,asnmlk-gngcs,25,25,25,25,24.5,asnmlk,gngcs
D,asnmlk-gnggar,27,27,27,27,25.2,asnmlk,gnggar
D,asnmlk-gngied,25,25,25,25,25.5,asnmlk,gngied
D,asnmlk-gngluy,22,22,22,22,20.0,asnmlk,gngluy
D,asnmlk-gngstr,25,25,25,25,25.5,asnmlk,gngstr
D,asnmlk-gngzen,30,30,30,30,30.0,asnmlk,gngzen
D,asnmlk-gngzpa,30,30,30,30,30.0,asnmlk,gngzpa
D,asnmlk-gnstad,22,22,22,22,25.5,asnmlk,gnstad
D,asnmlk-gnstre,22,22,22,22,11.0,asnmlk,gnstre
D,asnmlk-hgngar,25,25,25,25,26.0,asnmlk,hgngar
D,asnmlk-lekgar,41,41,41,41,35.0,asnmlk,lekgar
D,asnmlk-odpgar,30,30,30,30,30.0,asnmlk,odpgar
D,asnmlk-sknbus,48,48,48,48,35.0,asnmlk,sknbus
D,asnmlk-skngar,53,53,53,53,36.0,asnmlk,skngar
D,asnmlk-smdpol,26,26,26,26,17.4,asnmlk,smdpol
D,asnmlk-vdmgar,35,35,35,35,31.0,asnmlk,vdmgar
D,asnmlk-vdmsta,29,29,29,29,31.0,asnmlk,vdmsta
D,asnmon-asngar,8,8,8,8,8.0,asnmon,asngar
D,asnnau-vdmbus,31,31,31,31,33.0,asnnau,vdmbus
D,asnnau-vdmgar,35,35,35,35,30.0,asnnau,vdmgar
D,asnnau-vdmsta,29,29,29,29,31.0,asnnau,vdmsta
D,asnnob-asnbus,10,10,10,10,5.0,asnnob,asnbus
D,asnnob-asngar,9,9,9,9,5.0,asnnob,asngar
D,asnnob-asntor,8,8,8,8,3.5,asnnob,asntor
D,asnpad-apggar,52,52,52,52,59.0,asnpad,apggar
D,asnpad-asnbus,10,10,10,10,5.0,asnpad,asnbus
D,asnrij-asngar,8,8,8,8,4.4,asnrij,asngar
D,asnsal-asngar,10,10,10,10,8.6,asnsal,asngar
D,asnsel-asnbus,8,8,8,8,3.0,asnsel,asnbus
D,asnsel-asngar,7,7,7,7,2.8,asnsel,asngar
D,asnsel-asnmlk,7,7,7,7,3.9,asnsel,asnmlk
D,asnsel-vdmgar,40,40,40,40,38.0,asnsel,vdmgar
D,asnsta-asngar,7,7,7,7,5.2,asnsta,asngar
D,asnsto-asngar,2,2,2,2,1.2,asnsto,asngar
D,asntor-annmar,25,25,25,25,24.0,asntor,annmar
D,asntor-asnbkw,4,4,4,4,1.835,asntor,asnbkw
D,asntor-asnbus,11,11,11,11,4.5,asntor,asnbus
D,asntor-asngar,15,15,15,15,10.0,asntor,asngar
D,asntor-asnmlk,12,12,12,12,8.773,asntor,asnmlk
D,asntor-asnnob,8,8,8,8,3.5,asntor,asnnob
D,asntor-gngcs,35,35,35,35,28.0,asntor,gngcs
D,asntor-gnggar,35,35,35,35,30.1,asntor,gnggar
D,asntor-gngied,30,30,30,30,29.6,asntor,gngied
D,asntor-gngstr,29,29,29,29,29.9,asntor,gngstr
D,asntor-gngzen,32,32,32,32,32.0,asntor,gngzen
D,asntor-gngzpa,32,32,32,32,32.0,asntor,gngzpa
D,asntor-gnstre,29,29,29,29,14.5,asntor,gnstre
D,asntor-smdpol,12,12,12,12,7.5,asntor,smdpol
D,asnvre-asngar,7,7,7,7,5.59,asnvre,asngar
D,asnwal-asngar,9,9,9,9,6.0,asnwal,asngar
D,asnwei-asngar,7,7,7,7,4.5,asnwei,asngar
D,asnwij-asngar,8,8,8,8,5.327,asnwij,asngar
D,asnwit-asngar,10,10,10,10,8.0,asnwit,asngar
D,asnzkh-asnbus,3,3,3,3,1.0699999999999998,asnzkh,asnbus
D,balce2-dvdbus,8,8,8,8,4.220000000000001,balce2,dvdbus
D,balcen-dvdbus,8,8,8,8,4.220000000000001,balcen,dvdbus
D,balcen-dvdgar,8,8,8,8,4.2,balcen,dvdgar
D,balcen-hgnbus,20,20,20,20,17.91,balcen,hgnbus
D,balcen-hgngar,20,20,20,20,20.0,balcen,hgngar
D,balcen-hgnns,22,22,22,22,20.0,balcen,hgnns
D,balcen-mplgar,30,30,30,30,27.6,balcen,mplgar
D,balcen-mplns,30,30,30,30,27.6,balcen,mplns
D,balcen-ommmar,15,15,15,15,7.0,balcen,ommmar
D,balcen-zwlbus,30,30,30,30,27.0,balcen,zwlbus
D,balcen-zwlcam,35,35,35,35,28.0,balcen,zwlcam
D,bdkcaf-mplgar,25,25,25,25,25.0,bdkcaf,mplgar
D,bdkcaf-wvglin,17,17,17,17,15.0,bdkcaf,wvglin
D,bdkcaf-zssgar,30,30,30,30,30.0,bdkcaf,zssgar
D,bdkmkw-wvgsta,17,17,17,17,15.0,bdkmkw,wvgsta
D,bdkmkw-zssbus,30,30,30,30,30.0,bdkmkw,zssbus
D,bdmmad-annmar,18,18,18,18,13.0,bdmmad,annmar
D,bdmmad-apgbus,30,30,30,30,22.0,bdmmad,apgbus
D,bdmmad-apggar,27,27,27,27,22.0,bdmmad,apggar
D,bdmmad-asnbus,27,27,27,27,27.0,bdmmad,asnbus
D,bdmmad-bgrrot,20,20,20,20,18.0,bdmmad,bgrrot
D,bdmmad-gngcs,20,20,20,20,12.0,bdmmad,gngcs
D,bdmmad-gnggar,20,20,22,20,12.0,bdmmad,gnggar
D,bdmmad-gtnbri,12,12,12,12,10.0,bdmmad,gtnbri
D,bdmmad-hgncur,16,16,16,16,13.5,bdmmad,hgncur
D,bdmmad-hgnhoo,14,14,14,14,12.5,bdmmad,hgnhoo
D,bdmmad-hgzrak,16,16,16,16,13.5,bdmmad,hgzrak
D,bdmmad-hgzrem,16,16,16,16,13.5,bdmmad,hgzrem
D,bdmmad-hgztsl,15,15,15,15,13.0,bdmmad,hgztsl
D,bdmmad-mskbru,25,25,25,25,18.0,bdmmad,mskbru
D,bdmmad-mskijz,30,30,30,30,18.0,bdmmad,mskijz
D,bdmmad-npkrub,13,13,13,13,11.5,bdmmad,npkrub
D,bdmmad-sknbus,15,15,15,15,13.0,bdmmad,sknbus
D,bdmmad-skngar,37,37,37,37,29.0,bdmmad,skngar
D,bdmmad-sknmaa,16,16,16,16,14.0,bdmmad,sknmaa
D,bdmmad-uhzsta,35,35,35,35,18.0,bdmmad,uhzsta
D,bdmmad-vdmaqu,16,16,16,16,11.0,bdmmad,vdmaqu
D,bdmmad-vdmbus,15,15,15,15,10.0,bdmmad,vdmbus
D,bdmmad-vdmgar,42,42,42,42,43.563,bdmmad,vdmgar
D,bdmmad-wscgar,30,30,30,30,24.0,bdmmad,wscgar
D,bdmmad-wscns,50,50,50,50,45.0,bdmmad,wscns
D,bdmmad-zkpgar,35,35,35,35,28.0,bdmmad,zkpgar
D,bdmmad-zlrbri,25,25,25,25,16.5,bdmmad,zlrbri
D,bdmwil-apgbus,27,27,27,27,23.0,bdmwil,apgbus
D,bdmwil-apggar,27,27,27,27,23.0,bdmwil,apggar
D,bdmwil-gngbus,20,20,20,20,12.0,bdmwil,gngbus
D,bdmwil-gngcs,20,20,20,20,12.0,bdmwil,gngcs
D,bdmwil-gngemm,20,20,20,20,12.0,bdmwil,gngemm
D,bdmwil-gnggar,22,22,22,22,12.0,bdmwil,gnggar
D,bdmwil-gngstr,20,20,20,20,15.4,bdmwil,gngstr
D,bdmwil-gngvee,22,22,22,22,14.0,bdmwil,gngvee
D,bdmwil-gngzui,20,20,20,20,12.0,bdmwil,gngzui
D,bdmwil-ktsker,15,15,15,15,10.0,bdmwil,ktsker
D,bdmwil-lpsns,18,18,18,18,12.0,bdmwil,lpsns
D,bdmwil-mdscon,10,10,10,10,8.23,bdmwil,mdscon
D,bdmwil-tbobol,14,14,14,14,8.0,bdmwil,tbobol
D,bdmwil-uhzgar,35,35,35,35,28.0,bdmwil,uhzgar
D,bdmwil-wfmsta,20,20,20,20,12.0,bdmwil,wfmsta
D,bdmwil-wfmwes,20,20,20,20,12.0,bdmwil,wfmwes
D,bdmwil-wmdmol,20,20,20,20,11.0,bdmwil,wmdmol
D,bdmwil-wsmsta,18,18,18,18,11.0,bdmwil,wsmsta
D,bdmwil-zkpgar,40,40,40,40,27.5,bdmwil,zkpgar
D,beibus-emnboe,10,10,10,10,3.5,beibus,emnboe
D,beibus-hgnbus,30,30,30,30,17.8,beibus,hgnbus
D,beibus-hgngar,21,21,21,21,18.0,beibus,hgngar
D,beibus-wsbbvw,10,10,10,10,7.0,beibus,wsbbvw
D,beigmh-dvbgar,20,20,20,20,14.5,beigmh,dvbgar
D,beigmh-hgngar,30,30,30,30,20.0,beigmh,hgngar
D,beins-asnbus,25,25,25,25,19.0,beins,asnbus
D,beins-asngar,25,25,25,25,18.0,beins,asngar
D,beins-emngar,40,40,40,40,7.479999999999999,beins,emngar
D,beins-hgnbuf,26,26,26,26,18.5,beins,hgnbuf
D,beins-hgngar,21,21,21,21,18.0,beins,hgngar
D,beins-hgnns,26,26,26,26,18.5,beins,hgnns
D,beins-mplgar,35,35,35,35,34.2,beins,mplgar
D,beins-mplns,35,35,35,35,34.2,beins,mplns
D,bgmkwe-dkmbus,23,23,23,23,18.0,bgmkwe,dkmbus
D,bgmkwe-dkmgar,23,23,23,23,18.0,bgmkwe,dkmgar
D,bgmkwe-drabus,19,19,19,19,13.8,bgmkwe,drabus
D,bgmkwe-dragar,19,19,19,19,13.8,bgmkwe,dragar
D,bgmkwe-klmsch,20,20,20,20,15.3,bgmkwe,klmsch
D,bgmkwe-lwdgan,25,25,25,25,17.9,bgmkwe,lwdgan
D,bgmkwe-lwdns,25,25,25,25,18.5,bgmkwe,lwdns
D,bgmnoo-drabus,19,19,19,19,15.0,bgmnoo,drabus
D,bgrcen-asngar,22,22,22,22,22.5,bgrcen,asngar
D,bgrrot-altvee,27,27,27,27,24.0,bgrrot,altvee
D,bgrrot-annmar,13,13,13,13,12.0,bgrrot,annmar
D,bgrrot-asnbus,22,22,22,22,20.0,bgrrot,asnbus
D,bgrrot-asngar,22,22,22,22,22.5,bgrrot,asngar
D,bgrrot-bdmmad,20,20,20,20,18.0,bgrrot,bdmmad
D,bgrrot-emnboe,18,18,18,18,18.0,bgrrot,emnboe
D,bgrrot-emnbu5,19,19,19,19,18.0,bgrrot,emnbu5
D,bgrrot-emnbus,19,19,19,19,18.0,bgrrot,emnbus
D,bgrrot-emncen,15,15,15,15,13.0,bgrrot,emncen
D,bgrrot-emngar,24,24,24,24,18.0,bgrrot,emngar
D,bgrrot-gngbus,40,40,40,40,37.0,bgrrot,gngbus
D,bgrrot-gngcs,40,40,40,40,37.0,bgrrot,gngcs
D,bgrrot-gngemm,40,40,40,40,37.0,bgrrot,gngemm
D,bgrrot-gnggar,42,42,42,42,37.0,bgrrot,gnggar
D,bgrrot-gngied,39,39,39,39,39.1,bgrrot,gngied
D,bgrrot-gngstr,42,42,42,42,37.0,bgrrot,gngstr
D,bgrrot-gngvee,35,35,35,35,35.0,bgrrot,gngvee
D,bgrrot-gngzen,46,46,46,46,44.0,bgrrot,gngzen
D,bgrrot-gngzui,40,40,40,40,37.0,bgrrot,gngzui
D,bgrrot-gtnbri,12,12,12,12,11.0,bgrrot,gtnbri
D,bgrrot-hgngar,45,45,45,45,36.0,bgrrot,hgngar
D,bgrrot-sknbus,20,20,20,20,15.0,bgrrot,sknbus
D,bgrrot-sknfox,20,20,20,20,15.0,bgrrot,sknfox
D,bgrrot-skngar,20,20,20,20,15.0,bgrrot,skngar
D,bgrrot-sknmaa,20,20,20,20,15.0,bgrrot,sknmaa
D,bgrrot-tapbus,25,25,25,25,25.0,bgrrot,tapbus
D,bgrrot-tapfle,25,25,25,25,25.0,bgrrot,tapfle
D,bgrrot-vdmbus,28,28,28,28,27.0,bgrrot,vdmbus
D,bgrrot-vdmgar,28,28,28,28,27.0,bgrrot,vdmgar
D,bgrrot-vdmsta,26,26,26,26,25.0,bgrrot,vdmsta
D,bgrrot-vtmvri,20,20,20,20,17.0,bgrrot,vtmvri
D,bgrrot-wscgar,35,35,35,35,32.0,bgrrot,wscgar
D,bgrrot-zlrbri,25,25,25,25,22.0,bgrrot,zlrbri
D,bhzbak-ypewat,10,10,10,10,13.5,bhzbak,ypewat
D,birsmi-apggar,12,12,12,12,7.540000000000001,birsmi,apggar
D,blkbst-blkbup,0,0,0,0,1.6,blkbst,blkbup
D,blkbst-blkgah,3,3,3,3,1.6,blkbst,blkgah
D,blkbst-blkjml,4,4,4,4,1.9,blkbst,blkjml
D,blkbst-bwdbar,33,33,33,33,33.35,blkbst,bwdbar
D,blkbst-bwdbus,30,30,30,30,32.6,blkbst,bwdbus
D,blkbst-draval,60,60,60,60,54.65,blkbst,draval
D,blkbst-emobus,29,29,29,29,27.2,blkbst,emobus
D,blkbst-fkbfkb,9,9,9,9,8.6,blkbst,fkbfkb
D,blkbst-hlgvbt,52,52,52,52,52.6,blkbst,hlgvbt
D,blkbst-hrvbus,33,33,33,33,29.0,blkbst,hrvbus
D,blkbst-hrvgar,33,33,33,33,29.0,blkbst,hrvgar
D,blkbst-kdmcen,13,13,13,13,12.1,blkbst,kdmcen
D,blkbst-kdmsch,13,13,13,13,12.7,blkbst,kdmsch
D,blkbst-lmrbus,15,15,15,15,11.8,blkbst,lmrbus
D,blkbst-lmrhou,15,15,15,15,12.3,blkbst,lmrhou
D,blkbst-lmrlem,15,15,15,15,12.75,blkbst,lmrlem
D,blkbst-lw,53,53,53,53,47.31,blkbst,lw
D,blkbst-lwdns,51,51,51,51,47.1,blkbst,lwdns
D,blkbst-mirmir,10,10,10,10,10.0,blkbst,mirmir
D,blkbst-mkmchp,33,33,33,33,28.0,blkbst,mkmchp
D,blkbst-mkmspo,41,41,41,41,39.1,blkbst,mkmspo
D,blkbst-odgcen,36,36,36,36,34.1,blkbst,odgcen
D,blkbst-sdlfbu,6,6,6,6,3.7,blkbst,sdlfbu
D,blkbst-sk,21,21,21,21,20.1,blkbst,sk
D,blkbst-snbspb,13,13,13,13,9.95,blkbst,snbspb
D,blkbst-snkbuf,21,21,21,21,21.2,blkbst,snkbuf
D,blkbst-snkbus,21,21,21,21,20.1,blkbst,snkbus
D,blkbst-snkfrp,18,18,18,18,9.0,blkbst,snkfrp
D,blkbst-snkfrv,18,18,18,18,19.0,blkbst,snkfrv
D,blkbst-snkfwk,18,18,18,18,18.0,blkbst,snkfwk
D,blkbst-snkgar,21,21,21,21,20.1,blkbst,snkgar
D,blkbst-snkrow,18,18,18,18,18.0,blkbst,snkrow
D,blkbst-wkmhea,20,20,20,20,21.0,blkbst,wkmhea
D,blkbst-wsupro,38,38,38,38,37.1,blkbst,wsupro
D,blkbst-wyckrk,8,8,8,8,4.8,blkbst,wyckrk
D,blkbst-ypewat,4,4,4,4,4.1,blkbst,ypewat
D,blkbup-blkbst,0,0,0,0,1.6,blkbup,blkbst
D,blkbup-blkgab,0,0,0,0,0.0,blkbup,blkgab
D,blkbup-ypewat,4,4,4,4,4.1,blkbup,ypewat
D,blkgab-blkbup,0,0,0,0,0.0,blkgab,blkbup
D,blkgab-blkgah,0,0,0,0,0.01,blkgab,blkgah
D,blkgab-blkjml,4,4,4,4,1.19,blkgab,blkjml
D,blkgab-bwdbar,33,33,33,33,33.35,blkgab,bwdbar
D,blkgab-bwdbus,30,30,30,30,32.6,blkgab,bwdbus
D,blkgab-draval,60,60,60,60,54.65,blkgab,draval
D,blkgab-emobus,29,29,29,29,27.2,blkgab,emobus
D,blkgab-fkbfkb,9,9,9,9,8.6,blkgab,fkbfkb
D,blkgab-hlgvbt,52,52,52,52,52.6,blkgab,hlgvbt
D,blkgab-hrvbus,33,33,33,33,29.0,blkgab,hrvbus
D,blkgab-hrvgar,33,33,33,33,29.0,blkgab,hrvgar
D,blkgab-kdmcen,13,13,13,13,12.1,blkgab,kdmcen
D,blkgab-kdmsch,13,13,13,13,12.7,blkgab,kdmsch
D,blkgab-lmrbus,15,15,15,15,11.8,blkgab,lmrbus
D,blkgab-lmrhou,15,15,15,15,12.3,blkgab,lmrhou
D,blkgab-lmrlem,15,15,15,15,12.75,blkgab,lmrlem
D,blkgab-lw,53,53,53,53,47.31,blkgab,lw
D,blkgab-lwdns,51,51,51,51,47.1,blkgab,lwdns
D,blkgab-mirmir,10,10,10,10,10.0,blkgab,mirmir
D,blkgab-mkmchp,33,33,33,33,28.0,blkgab,mkmchp
D,blkgab-mkmspo,41,41,41,41,39.1,blkgab,mkmspo
D,blkgab-odgcen,36,36,36,36,34.1,blkgab,odgcen
D,blkgab-sdlfbu,6,6,6,6,3.7,blkgab,sdlfbu
D,blkgab-sk,21,21,21,21,20.1,blkgab,sk
D,blkgab-snbspb,13,13,13,13,9.95,blkgab,snbspb
D,blkgab-snkbuf,21,21,21,21,21.2,blkgab,snkbuf
D,blkgab-snkbus,21,21,21,21,20.1,blkgab,snkbus
D,blkgab-snkfrv,18,18,18,18,19.0,blkgab,snkfrv
D,blkgab-snkfwk,18,18,18,18,18.0,blkgab,snkfwk
D,blkgab-snkgar,21,21,21,21,20.1,blkgab,snkgar
D,blkgab-snkrow,18,18,18,18,18.0,blkgab,snkrow
D,blkgab-wkmhea,20,20,20,20,21.0,blkgab,wkmhea
D,blkgab-wsupro,38,38,38,38,37.1,blkgab,wsupro
D,blkgab-wyckrk,8,8,8,8,4.8,blkgab,wyckrk
D,blkgab-ypewat,4,4,4,4,4.1,blkgab,ypewat
D,blkgah-blkbst,3,3,3,3,1.6,blkgah,blkbst
D,blkgah-blkgab,0,0,0,0,0.01,blkgah,blkgab
D,blkgah-blkjml,4,4,4,4,1.19,blkgah,blkjml
D,blkgah-bwdbar,33,33,33,33,33.35,blkgah,bwdbar
D,blkgah-bwdbus,30,30,30,30,32.6,blkgah,bwdbus
D,blkgah-draval,60,60,60,60,54.65,blkgah,draval
D,blkgah-emobus,29,29,29,29,27.2,blkgah,emobus
D,blkgah-fkbfkb,9,9,9,9,8.6,blkgah,fkbfkb
D,blkgah-hlgvbt,52,52,52,52,52.6,blkgah,hlgvbt
D,blkgah-hrvbus,33,33,33,33,29.0,blkgah,hrvbus
D,blkgah-hrvgar,33,33,33,33,29.0,blkgah,hrvgar
D,blkgah-kdmcen,13,13,13,13,12.1,blkgah,kdmcen
D,blkgah-kdmsch,13,13,13,13,12.7,blkgah,kdmsch
D,blkgah-lmrbus,15,15,15,15,11.8,blkgah,lmrbus
D,blkgah-lmrhou,15,15,15,15,12.3,blkgah,lmrhou
D,blkgah-lmrlem,15,15,15,15,12.75,blkgah,lmrlem
D,blkgah-lw,53,53,53,53,47.31,blkgah,lw
D,blkgah-lwdns,51,51,51,51,47.1,blkgah,lwdns
D,blkgah-mirmir,10,10,10,10,10.0,blkgah,mirmir
D,blkgah-mkmchp,33,33,33,33,28.0,blkgah,mkmchp
D,blkgah-mkmspo,41,41,41,41,39.1,blkgah,mkmspo
D,blkgah-odgcen,36,36,36,36,34.1,blkgah,odgcen
D,blkgah-sdlfbu,6,6,6,6,3.71,blkgah,sdlfbu
D,blkgah-sk,20,20,20,20,20.1,blkgah,sk
D,blkgah-snbspb,13,13,13,13,9.95,blkgah,snbspb
D,blkgah-snkbuf,21,21,21,21,21.2,blkgah,snkbuf
D,blkgah-snkbus,21,21,21,21,20.1,blkgah,snkbus
D,blkgah-snkfrp,18,18,18,18,18.0,blkgah,snkfrp
D,blkgah-snkfrv,18,18,18,18,18.0,blkgah,snkfrv
D,blkgah-snkgar,20,20,20,20,20.1,blkgah,snkgar
D,blkgah-snkrow,18,18,18,18,18.0,blkgah,snkrow
D,blkgah-wkmhea,20,20,20,20,21.01,blkgah,wkmhea
D,blkgah-wsupro,38,38,38,38,37.1,blkgah,wsupro
D,blkgah-wyckrk,8,8,8,8,4.8,blkgah,wyckrk
D,blkgah-ypewat,4,4,4,4,4.1,blkgah,ypewat
D,blkjml-blkbst,4,4,4,4,1.9,blkjml,blkbst
D,blkjml-blkgab,4,4,4,4,1.19,blkjml,blkgab
D,blkjml-blkgah,4,4,4,4,1.19,blkjml,blkgah
D,blkjml-hrvbus,30,30,30,30,27.81,blkjml,hrvbus
D,blkjml-hrvgar,30,30,30,30,27.81,blkjml,hrvgar
D,blkjml-snkbus,23,23,23,23,20.78,blkjml,snkbus
D,blkjml-snkfwk,21,21,21,21,18.0,blkjml,snkfwk
D,blkjml-snkgar,23,23,23,23,20.78,blkjml,snkgar
D,blkjml-ypewat,8,8,8,8,5.5,blkjml,ypewat
D,blwmer-nssbrn,15,15,15,15,14.524,blwmer,nssbrn
D,blwmer-wscgar,15,15,15,15,11.0,blwmer,wscgar
D,blwmer-wscns,15,15,15,15,11.0,blwmer,wscns
D,blwrei-altvee,27,27,27,27,18.0,blwrei,altvee
D,blwrei-apggar,36,36,36,36,41.0,blwrei,apggar
D,blwrei-kuduls,8,8,8,8,5.0,blwrei,kuduls
D,blwrei-npkrub,25,25,25,25,18.0,blwrei,npkrub
D,blwrei-sdabus,25,25,25,25,19.0,blwrei,sdabus
D,blwrei-sknbus,35,35,35,35,28.0,blwrei,sknbus
