record_type,from_stop-to_stop,time_ver_0,time_ver_1,time_ver_2,time_ver_3,distance_km,from_stop,to_stop
D,dbgsta-nwgklo,24,28,24,24,16.6,dbgsta,nwgklo
D,dbgsta-nwgmac,19,19,19,19,14.7,dbgsta,nwgmac
D,dbgsta-nwgnyv,24,29,24,24,16.932,dbgsta,nwgnyv
D,dbgsta-nwgwat,28,33,28,28,22.135,dbgsta,nwgwat
D,dbgsta-stbtem,24,28,24,24,10.764,dbgsta,stbtem
D,dbgsta-utrcso,21,30,21,21,13.6,dbgsta,utrcso
D,dbgsta-utrcsw,21,30,21,21,16.5,dbgsta,utrcsw
D,dbgsta-utrcwb,21,30,21,21,13.1,dbgsta,utrcwb
D,dbgsta-utrgal,22,26,22,22,16.3,dbgsta,utrgal
D,dbgsta-utrgar,20,22,20,20,11.0,dbgsta,utrgar
D,dbgsta-utrgoy,20,20,20,20,15.0,dbgsta,utrgoy
D,dbgsta-utrlun,16,16,16,16,13.5,dbgsta,utrlun
D,dbgsta-utrove,26,31,26,26,14.4,dbgsta,utrove
D,dbgsta-utrrwn,21,23,21,21,15.6,dbgsta,utrrwn
D,dbgsta-utruit,17,21,17,17,8.881,dbgsta,utruit
D,dbgsta-utrvs3,15,25,15,15,14.5,dbgsta,utrvs3
D,dbgsta-utrwkz,15,17,15,15,17.0,dbgsta,utrwkz
D,dbgsta-viaduv,25,30,25,25,18.193,dbgsta,viaduv
D,dbgsta-wbdbus,20,20,20,20,17.0,dbgsta,wbdbus
D,dbgsta-wbdgar,19,23,19,19,20.0,dbgsta,wbdgar
D,dbgsta-zstbus,9,11,9,9,6.0,dbgsta,zstbus
D,dbgsta-zstgar,13,14,13,13,6.7,dbgsta,zstgar
D,dbgsta-zsthan,13,13,13,13,6.081,dbgsta,zsthan
D,dbgsta-zstron,5,5,5,5,1.5550000000000002,dbgsta,zstron
D,dorhui-nwggam,33,40,33,33,21.0,dorhui,nwggam
D,dorhui-utrvs3,24,34,24,24,22.0,dorhui,utrvs3
D,dorhui-wbdbus,17,21,17,17,8.784,dorhui,wbdbus
D,dorhui-wbdgar,17,18,17,17,8.852,dorhui,wbdgar
D,dorhui-zstgar,23,28,23,23,14.386,dorhui,zstgar
D,dorpos-nwggam,33,40,33,33,21.0,dorpos,nwggam
D,dorpos-zstgar,18,23,18,18,15.0,dorpos,zstgar
D,hrzbri-nwggar,25,30,25,25,16.5,hrzbri,nwggar
D,hrzbri-utrvs3,18,28,18,18,14.8,hrzbri,utrvs3
D,htnbor-nwggam,10,10,10,10,5.7,htnbor,nwggam
D,htnbor-utrcsw,18,18,18,18,11.0,htnbor,utrcsw
D,htnbor-utrvs3,12,15,12,12,6.4,htnbor,utrvs3
D,htnbor-wbdgar,20,20,20,20,20.0,htnbor,wbdgar
D,htnbor-zstgar,23,23,23,23,15.0,htnbor,zstgar
D,htnsta-dbgsta,17,26,17,17,18.5,htnsta,dbgsta
D,htnsta-lgwgar,38,45,38,38,21.9,htnsta,lgwgar
D,htnsta-nwgcen,15,17,15,15,13.0,htnsta,nwgcen
D,htnsta-nwggam,14,16,14,14,11.6,htnsta,nwggam
D,htnsta-nwggar,18,23,18,18,8.9,htnsta,nwggar
D,htnsta-nwgklo,21,25,21,21,9.6,htnsta,nwgklo
D,htnsta-nwgmac,13,15,13,13,14.4,htnsta,nwgmac
D,htnsta-nwgnyv,20,23,20,20,9.768,htnsta,nwgnyv
D,htnsta-nwgwat,26,31,26,26,11.187,htnsta,nwgwat
D,htnsta-odk229,14,17,14,14,6.893000000000001,htnsta,odk229
D,htnsta-utrcso,23,25,23,23,11.791,htnsta,utrcso
D,htnsta-utrcsw,20,21,20,20,16.0,htnsta,utrcsw
D,htnsta-utrcwb,20,21,20,20,11.318,htnsta,utrcwb
D,htnsta-utrgal,20,21,20,20,16.0,htnsta,utrgal
D,htnsta-utrgar,21,25,21,21,9.398,htnsta,utrgar
D,htnsta-utrgoy,18,18,18,18,11.0,htnsta,utrgoy
D,htnsta-utrlun,15,15,15,15,13.5,htnsta,utrlun
D,htnsta-utrort,18,20,18,18,12.8,htnsta,utrort
D,htnsta-utrrwn,20,23,20,20,11.791,htnsta,utrrwn
D,htnsta-utrrwz,25,30,25,25,12.267,htnsta,utrrwz
D,htnsta-utruit,24,29,24,24,14.361,htnsta,utruit
D,htnsta-utrvri,19,22,19,19,8.459,htnsta,utrvri
D,htnsta-utrvs3,15,19,15,15,14.3,htnsta,utrvs3
D,htnsta-utrwkz,20,25,20,20,18.0,htnsta,utrwkz
D,htnsta-viaaug,28,34,28,28,14.55,htnsta,viaaug
D,htnsta-viabus,28,34,28,28,14.187,htnsta,viabus
D,htnsta-viaduv,22,26,22,22,11.672,htnsta,viaduv
D,htnsta-vialor,24,29,24,24,12.6,htnsta,vialor
D,htnsta-wbdbus,21,25,21,21,18.5,htnsta,wbdbus
D,htnsta-wbdgar,25,27,25,25,16.1,htnsta,wbdgar
D,htnsta-zstbus,25,30,25,25,22.5,htnsta,zstbus
D,htnsta-zstgar,25,30,25,25,15.677,htnsta,zstgar
D,htnsta-zsthan,26,31,26,26,21.343,htnsta,zsthan
D,hvsst-nwggam,39,46,39,39,26.227,hvsst,nwggam
D,hvsst-utroor,15,15,15,15,18.0,hvsst,utroor
D,hvsst-utrvs3,27,37,27,27,24.3,hvsst,utrvs3
D,hvsst-zstgar,25,30,25,25,22.754,hvsst,zstgar
D,kocroe-lgwgar,17,19,17,17,11.9,kocroe,lgwgar
D,kocroe-nwggar,25,35,25,25,21.5,kocroe,nwggar
D,kocroe-utrgar,26,28,26,26,22.9,kocroe,utrgar
D,kocroe-utrvs3,23,30,23,23,21.7,kocroe,utrvs3
D,lgwgar-amedor,49,60,49,49,40.5,lgwgar,amedor
D,lgwgar-amfcs,43,50,43,43,38.7,lgwgar,amfcs
D,lgwgar-bhvsta,31,36,31,31,18.5,lgwgar,bhvsta
D,lgwgar-dbgsta,36,45,36,36,22.3,lgwgar,dbgsta
D,lgwgar-htnsta,38,45,38,38,21.9,lgwgar,htnsta
D,lgwgar-kocroe,17,19,17,17,11.9,lgwgar,kocroe
D,lgwgar-madjul,27,40,27,27,17.6,lgwgar,madjul
D,lgwgar-masoos,7,8,7,7,5.8,lgwgar,masoos
D,lgwgar-massta,8,9,8,8,5.3,lgwgar,massta
D,lgwgar-maszon,5,6,5,5,1.9,lgwgar,maszon
D,lgwgar-meeoos,20,22,20,20,16.5,lgwgar,meeoos
D,lgwgar-nwgber,18,22,18,18,16.5,lgwgar,nwgber
D,lgwgar-nwgcen,20,24,20,20,13.2,lgwgar,nwgcen
D,lgwgar-nwgklo,22,26,22,22,20.3,lgwgar,nwgklo
D,lgwgar-nwgmac,22,26,22,22,15.3,lgwgar,nwgmac
D,lgwgar-nwgwat,22,26,22,22,15.7,lgwgar,nwgwat
D,lgwgar-stbtem,27,45,27,27,22.9,lgwgar,stbtem
D,lgwgar-utrbav,12,13,12,12,6.6,lgwgar,utrbav
D,lgwgar-utrber,11,12,11,11,6.3,lgwgar,utrber
D,lgwgar-utrcsc,18,21,18,18,8.6,lgwgar,utrcsc
D,lgwgar-utrcsw,18,21,18,18,9.5,lgwgar,utrcsw
D,lgwgar-utrcwb,19,22,19,19,10.0,lgwgar,utrcwb
D,lgwgar-utrerz,30,32,30,30,12.5,lgwgar,utrerz
D,lgwgar-utrfra,13,15,13,13,7.0,lgwgar,utrfra
D,lgwgar-utrgal,30,32,30,30,14.6,lgwgar,utrgal
D,lgwgar-utrgoe,20,25,20,20,11.7,lgwgar,utrgoe
D,lgwgar-utrhah,2,3,2,2,1.5,lgwgar,utrhah
D,lgwgar-utrhel,2,2,2,2,0.5,lgwgar,utrhel
D,lgwgar-utrijs,30,32,30,30,13.3,lgwgar,utrijs
D,lgwgar-utrkon,14,16,14,14,9.4,lgwgar,utrkon
D,lgwgar-utrkwn,1,1,1,1,0.9,lgwgar,utrkwn
D,lgwgar-utrler,10,12,10,10,8.4,lgwgar,utrler
D,lgwgar-utrlun,20,27,20,20,14.7,lgwgar,utrlun
D,lgwgar-utrokt,11,13,11,11,8.3,lgwgar,utrokt
D,lgwgar-utroor,22,25,22,22,13.8,lgwgar,utroor
D,lgwgar-utrove,16,18,16,16,10.1,lgwgar,utrove
D,lgwgar-utrrij,5,6,5,5,2.6,lgwgar,utrrij
D,lgwgar-utrrwn,20,24,20,20,16.0,lgwgar,utrrwn
D,lgwgar-utrsca,15,18,15,15,8.5,lgwgar,utrsca
D,lgwgar-utrsor,23,27,23,23,17.2,lgwgar,utrsor
D,lgwgar-utrter,9,11,9,9,4.4,lgwgar,utrter
D,lgwgar-utruit,22,40,22,22,15.2,lgwgar,utruit
D,lgwgar-utrvec,11,13,11,11,7.7,lgwgar,utrvec
D,lgwgar-utrvri,17,19,17,17,11.8,lgwgar,utrvri
D,lgwgar-utrvs3,15,20,15,15,10.4,lgwgar,utrvs3
D,lgwgar-utrwes,14,19,14,14,0.5,lgwgar,utrwes
D,lgwgar-utrwkz,21,39,21,21,16.4,lgwgar,utrwkz
D,lgwgar-utrzwe,1,1,1,1,1.0,lgwgar,utrzwe
D,lgwgar-viabus,18,22,18,18,18.2,lgwgar,viabus
D,lgwgar-viacla,22,26,22,22,17.6,lgwgar,viacla
D,lgwgar-viaduv,22,26,22,22,19.6,lgwgar,viaduv
D,lgwgar-vialbo,18,22,18,18,17.3,lgwgar,vialbo
D,lgwgar-vtnsta,13,14,13,13,3.9,lgwgar,vtnsta
D,lgwgar-wbdbus,38,45,38,38,32.5,lgwgar,wbdbus
D,lgwgar-ysseur,20,25,20,20,13.6,lgwgar,ysseur
D,lgwgar-zstbus,30,45,30,30,28.5,lgwgar,zstbus
D,lgwgar-zstdre,32,47,32,32,21.3,lgwgar,zstdre
D,lgwgar-zsthan,30,45,30,30,22.7,lgwgar,zsthan
D,lgwgar-zstjor,30,45,30,30,19.2,lgwgar,zstjor
D,lgwgar-zstron,30,45,30,30,20.5,lgwgar,zstron
D,lpkvry-nwggam,25,25,25,25,17.4,lpkvry,nwggam
D,madjul-lgwgar,27,40,27,27,17.6,madjul,lgwgar
D,madjul-massta,23,23,23,23,16.4,madjul,massta
D,madjul-nwggam,21,21,21,21,21.0,madjul,nwggam
D,madjul-utrcsw,24,29,24,24,17.0,madjul,utrcsw
D,madjul-utrgar,26,31,26,26,19.6,madjul,utrgar
D,madjul-utrvs3,20,26,20,20,17.6,madjul,utrvs3
D,madjul-zstgar,20,22,20,20,12.21,madjul,zstgar
D,masblo-massta,6,6,6,6,3.4,masblo,massta
D,masblo-utrcsw,18,20,18,18,9.7,masblo,utrcsw
D,masblo-utrcwb,20,22,20,20,9.9,masblo,utrcwb
D,masblo-utrcwk,20,22,20,20,10.2,masblo,utrcwk
D,masblo-utrgar,17,17,12,17,15.0,masblo,utrgar
D,masblo-utrklo,10,12,10,10,7.6,masblo,utrklo
D,masblo-utrsoe,10,10,10,10,5.1,masblo,utrsoe
D,masblo-utrvec,10,12,10,10,7.7,masblo,utrvec
D,masmsv-massta,8,8,8,8,5.7,masmsv,massta
D,masmsv-utrgar,25,27,25,25,15.2,masmsv,utrgar
D,masoos-lgwgar,7,8,7,7,5.8,masoos,lgwgar
D,masoos-massta,10,10,10,10,6.0,masoos,massta
D,masoos-nwggam,29,35,29,29,18.456,masoos,nwggam
D,masoos-utrcso,17,22,17,17,11.8,masoos,utrcso
D,masoos-utrcsw,18,23,18,18,12.0,masoos,utrcsw
D,masoos-utrcwb,19,24,19,19,13.8,masoos,utrcwb
D,masoos-utrgar,21,23,17,21,14.3,masoos,utrgar
D,masoos-utrvec,9,9,9,9,5.2,masoos,utrvec
D,masoos-utrvs3,15,19,15,15,17.3,masoos,utrvs3
D,masoos-zstgar,25,38,25,25,18.67,masoos,zstgar
D,masple-massta,10,10,10,10,3.7,masple,massta
D,masple-nwggar,24,29,24,24,15.0,masple,nwggar
D,masple-utrvs3,18,24,18,18,14.5,masple,utrvs3
D,massta-lgwgar,8,9,8,8,5.3,massta,lgwgar
D,massta-madjul,23,23,23,23,16.4,massta,madjul
D,massta-masblo,6,6,6,6,3.4,massta,masblo
D,massta-masmsv,8,8,8,8,5.7,massta,masmsv
D,massta-masoos,10,10,10,10,6.0,massta,masoos
D,massta-masple,10,10,10,10,3.7,massta,masple
D,massta-maszon,9,9,9,9,2.8,massta,maszon
D,massta-meeoos,19,21,19,19,12.6,massta,meeoos
D,massta-nwgcen,20,22,20,20,16.0,massta,nwgcen
D,massta-nwggam,24,24,24,24,18.0,massta,nwggam
D,massta-nwggar,20,22,20,20,13.4,massta,nwggar
D,massta-utrazu,22,24,22,22,14.6,massta,utrazu
D,massta-utrbav,9,9,9,9,7.0,massta,utrbav
D,massta-utrcso,20,23,20,20,10.5,massta,utrcso
D,massta-utrcsw,20,23,20,20,12.5,massta,utrcsw
D,massta-utrcwb,17,17,17,17,11.5,massta,utrcwb
D,massta-utrcwk,21,24,21,21,10.5,massta,utrcwk
D,massta-utrgar,19,25,17,19,14.0,massta,utrgar
D,massta-utrklo,16,16,16,16,8.9,massta,utrklo
D,massta-utrle1,13,13,13,13,6.6,massta,utrle1
D,massta-utrmpa,20,23,20,20,11.0,massta,utrmpa
D,massta-utrort,16,18,16,16,11.1,massta,utrort
D,massta-utrpaz,18,20,18,18,12.0,massta,utrpaz
D,massta-utrrij,10,13,10,10,5.5,massta,utrrij
D,massta-utrrwn,18,20,18,18,12.4,massta,utrrwn
D,massta-utrrwz,24,24,24,24,16.5,massta,utrrwz
D,massta-utrsca,13,15,13,13,6.5,massta,utrsca
D,massta-utrsne,25,28,25,25,15.2,massta,utrsne
D,massta-utrsoe,12,12,12,12,6.2,massta,utrsoe
D,massta-utruit,25,30,25,25,14.44,massta,utruit
D,massta-utrvec,14,14,14,14,8.9,massta,utrvec
D,massta-utrvs3,16,20,16,16,14.9,massta,utrvs3
D,massta-utrvul,19,22,19,19,8.555,massta,utrvul
D,massta-utrwkz,23,25,23,23,16.5,massta,utrwkz
D,massta-utrzam,16,18,16,16,10.4,massta,utrzam
D,massta-viaduv,30,38,30,30,20.994,massta,viaduv
D,massta-vtnsta,15,17,15,15,7.1,massta,vtnsta
D,massta-vtnvel,17,17,17,17,7.6,massta,vtnvel
D,massta-wbdgar,45,45,45,45,35.0,massta,wbdgar
D,massta-zstgar,30,35,30,30,19.249,massta,zstgar
D,maszon-lgwgar,5,6,5,5,2.5,maszon,lgwgar
D,maszon-massta,9,9,9,9,2.8,maszon,massta
D,maszon-nwggam,24,28,24,24,16.244,maszon,nwggam
D,maszon-utrcsw,12,15,12,12,12.0,maszon,utrcsw
D,maszon-utrgar,13,17,13,13,12.5,maszon,utrgar
D,maszon-utrvs3,15,18,15,15,12.3,maszon,utrvs3
D,meeoos-lgwgar,20,22,20,20,16.5,meeoos,lgwgar
D,meeoos-massta,19,21,19,19,12.6,meeoos,massta
D,meeoos-nwggam,21,26,21,21,12.305,meeoos,nwggam
D,meeoos-utrazu,24,25,24,24,22.0,meeoos,utrazu
D,meeoos-utrbav,19,22,19,19,8.4,meeoos,utrbav
D,meeoos-utrcso,18,20,18,18,6.2,meeoos,utrcso
D,meeoos-utrcsw,15,15,15,15,6.0,meeoos,utrcsw
D,meeoos-utrcwb,16,18,16,16,10.0,meeoos,utrcwb
D,meeoos-utrcwk,16,18,16,16,6.7,meeoos,utrcwk
D,meeoos-utrgar,18,20,18,18,10.0,meeoos,utrgar
D,meeoos-utrklo,22,24,22,22,17.5,meeoos,utrklo
D,meeoos-utrmpa,14,16,14,14,7.0,meeoos,utrmpa
D,meeoos-utrpaz,9,9,9,9,4.2,meeoos,utrpaz
D,meeoos-utrrwz,26,31,26,26,17.8,meeoos,utrrwz
D,meeoos-utrsca,17,20,17,17,7.0,meeoos,utrsca
D,meeoos-utruit,25,23,25,25,18.3,meeoos,utruit
D,meeoos-utrvri,15,17,15,15,7.4,meeoos,utrvri
D,meeoos-utrvs3,13,16,13,13,7.5,meeoos,utrvs3
D,meeoos-utrwkz,25,26,25,25,27.8,meeoos,utrwkz
D,meeoos-vtnsta,16,16,16,16,7.2,meeoos,vtnsta
D,meeoos-vtnvel,10,12,10,10,6.3,meeoos,vtnvel
D,meeoos-zstgar,33,39,33,33,23.277,meeoos,zstgar
D,nwgber-lgwgar,18,22,18,18,16.5,nwgber,lgwgar
D,nwgber-nwggam,7,7,7,7,4.0,nwgber,nwggam
D,nwgber-utrvs3,14,16,14,14,7.6,nwgber,utrvs3
D,nwgceb-nwgmac,5,5,5,5,2.5,nwgceb,nwgmac
D,nwgceb-utrcsw,20,23,20,20,11.5,nwgceb,utrcsw
D,nwgcen-dbgsta,20,25,20,20,16.9,nwgcen,dbgsta
D,nwgcen-htnsta,15,17,15,15,13.0,nwgcen,htnsta
D,nwgcen-lgwgar,20,24,20,20,13.2,nwgcen,lgwgar
D,nwgcen-massta,20,22,20,20,16.0,nwgcen,massta
D,nwgcen-nwggam,7,7,7,7,2.9,nwgcen,nwggam
D,nwgcen-nwggar,10,10,10,10,5.0,nwgcen,nwggar
D,nwgcen-nwgklo,12,14,12,12,5.321,nwgcen,nwgklo
D,nwgcen-nwgmac,6,6,6,6,2.5,nwgcen,nwgmac
D,nwgcen-nwgnyv,6,11,6,6,3.99,nwgcen,nwgnyv
D,nwgcen-nwgoos,9,9,9,9,4.5,nwgcen,nwgoos
D,nwgcen-nwgwat,9,10,9,9,4.3,nwgcen,nwgwat
D,nwgcen-utrcso,20,23,20,20,10.945,nwgcen,utrcso
D,nwgcen-utrcsw,20,23,20,20,11.5,nwgcen,utrcsw
D,nwgcen-utrcwb,20,23,20,20,10.416,nwgcen,utrcwb
D,nwgcen-utrgal,18,19,18,18,13.3,nwgcen,utrgal
D,nwgcen-utrgar,17,20,17,17,10.02,nwgcen,utrgar
D,nwgcen-utrgoy,14,14,14,14,7.3,nwgcen,utrgoy
D,nwgcen-utrlun,16,16,16,16,8.3,nwgcen,utrlun
D,nwgcen-utrort,10,12,10,10,6.5,nwgcen,utrort
D,nwgcen-utrrij,16,24,16,16,14.0,nwgcen,utrrij
D,nwgcen-utrrwn,15,18,15,15,13.566999999999998,nwgcen,utrrwn
D,nwgcen-utrrwz,25,30,25,25,14.041999999999998,nwgcen,utrrwz
D,nwgcen-utruit,23,27,23,23,13.596,nwgcen,utruit
D,nwgcen-utrvri,15,18,15,15,9.081,nwgcen,utrvri
D,nwgcen-utrvs3,11,13,11,11,5.3,nwgcen,utrvs3
D,nwgcen-utrwkz,22,25,22,22,14.7,nwgcen,utrwkz
D,nwgcen-viaaug,15,18,15,15,8.23,nwgcen,viaaug
D,nwgcen-viabus,9,11,9,9,6.5,nwgcen,viabus
D,nwgcen-viaduv,11,16,11,11,8.28,nwgcen,viaduv
D,nwgcen-vialbo,11,13,11,11,7.0,nwgcen,vialbo
D,nwgcen-vialor,13,16,13,13,7.3,nwgcen,vialor
D,nwgcen-wbdbus,30,35,30,30,24.5,nwgcen,wbdbus
D,nwgcen-wbdgar,32,36,32,32,28.0,nwgcen,wbdgar
D,nwgcen-yssbin,10,10,10,10,4.5,nwgcen,yssbin
D,nwgcen-ysseur,8,8,8,8,3.5,nwgcen,ysseur
D,nwgcen-zstbus,27,32,27,27,22.3,nwgcen,zstbus
D,nwgcen-zstgar,25,45,25,25,23.0,nwgcen,zstgar
D,nwgcen-zsthan,26,46,26,26,21.5,nwgcen,zsthan
D,nwggam-amdjwp,27,27,27,27,17.8,nwggam,amdjwp
D,nwggam-amdpri,27,27,27,27,20.9,nwggam,amdpri
D,nwggam-amedor,50,50,50,50,29.0,nwggam,amedor
D,nwggam-amfcs,41,49,41,41,28.065,nwggam,amfcs
D,nwggam-bhvsta,20,20,20,20,17.0,nwggam,bhvsta
D,nwggam-dbgsta,20,20,20,20,15.2,nwggam,dbgsta
D,nwggam-dorhui,33,40,33,33,21.0,nwggam,dorhui
D,nwggam-dorpos,33,40,33,33,21.0,nwggam,dorpos
D,nwggam-htnbor,10,10,10,10,5.7,nwggam,htnbor
D,nwggam-htnsta,14,16,14,14,11.6,nwggam,htnsta
D,nwggam-hvsst,39,46,39,39,26.227,nwggam,hvsst
D,nwggam-lpkvry,25,25,25,25,17.4,nwggam,lpkvry
D,nwggam-madjul,21,21,21,21,21.0,nwggam,madjul
D,nwggam-masoos,29,35,29,29,18.456,nwggam,masoos
D,nwggam-massta,24,24,24,24,18.0,nwggam,massta
D,nwggam-maszon,24,28,24,24,16.244,nwggam,maszon
D,nwggam-meeoos,21,26,21,21,12.305,nwggam,meeoos
D,nwggam-nwgber,7,7,7,7,4.0,nwggam,nwgber
D,nwggam-nwgcen,7,7,7,7,2.9,nwggam,nwgcen
D,nwggam-nwgklo,7,7,7,7,3.604,nwggam,nwgklo
D,nwggam-nwglie,9,11,9,9,4.1,nwggam,nwglie
D,nwggam-nwgmac,2,2,2,2,0.8,nwggam,nwgmac
D,nwggam-nwgnyv,7,8,7,7,3.7,nwggam,nwgnyv
D,nwggam-nwgpoo,8,8,8,8,3.0,nwggam,nwgpoo
D,nwggam-nwgwat,8,8,8,8,4.5,nwggam,nwgwat
D,nwggam-odk229,19,23,19,19,12.31,nwggam,odk229
D,nwggam-stbtem,24,24,24,24,20.5,nwggam,stbtem
D,nwggam-utrann,17,17,17,17,8.0,nwggam,utrann
D,nwggam-utrazu,21,25,21,21,12.928,nwggam,utrazu
D,nwggam-utrbav,27,32,27,27,14.932,nwggam,utrbav
D,nwggam-utrcso,21,23,21,21,9.948,nwggam,utrcso
D,nwggam-utrcsw,21,21,21,21,9.8,nwggam,utrcsw
D,nwggam-utrcwb,21,21,21,21,8.984,nwggam,utrcwb
D,nwggam-utrerz,14,14,14,14,7.5,nwggam,utrerz
D,nwggam-utrgal,12,12,12,12,7.5,nwggam,utrgal
D,nwggam-utrgoe,23,27,23,23,13.787,nwggam,utrgoe
D,nwggam-utrgoy,13,13,13,13,7.0,nwggam,utrgoy
D,nwggam-utrijs,12,12,12,12,6.4,nwggam,utrijs
D,nwggam-utrkan,15,15,15,15,7.0,nwggam,utrkan
D,nwggam-utrklo,29,35,29,29,16.884999999999998,nwggam,utrklo
D,nwggam-utrkon,17,17,17,17,8.0,nwggam,utrkon
D,nwggam-utrkwa,26,31,26,26,15.397,nwggam,utrkwa
D,nwggam-utrkwn,26,31,26,26,15.358,nwggam,utrkwn
D,nwggam-utrler,15,15,15,15,13.3,nwggam,utrler
D,nwggam-utrlun,12,12,12,12,7.0,nwggam,utrlun
D,nwggam-utrmey,19,19,19,19,15.9,nwggam,utrmey
D,nwggam-utrokt,16,16,16,16,10.5,nwggam,utrokt
D,nwggam-utroor,17,17,17,17,11.0,nwggam,utroor
D,nwggam-utrort,17,17,17,17,8.1,nwggam,utrort
D,nwggam-utrove,18,21,18,18,12.2,nwggam,utrove
D,nwggam-utrrij,18,18,18,18,15.0,nwggam,utrrij
D,nwggam-utrrwn,15,15,15,15,9.2,nwggam,utrrwn
D,nwggam-utrrwz,16,16,16,16,9.8,nwggam,utrrwz
D,nwggam-utrsca,24,29,24,24,14.073,nwggam,utrsca
D,nwggam-utrsoe,13,13,13,13,14.5,nwggam,utrsoe
D,nwggam-utruit,18,22,18,18,11.823,nwggam,utruit
D,nwggam-utrvec,30,36,30,30,15.837,nwggam,utrvec
D,nwggam-utrvri,12,15,12,12,6.125,nwggam,utrvri
D,nwggam-utrvs3,11,13,11,11,5.6,nwggam,utrvs3
D,nwggam-utrvul,25,25,25,25,14.0,nwggam,utrvul
D,nwggam-utrwal,16,16,16,16,15.0,nwggam,utrwal
D,nwggam-utrwes,10,12,10,10,5.6,nwggam,utrwes
D,nwggam-utrwin,25,30,25,25,15.0,nwggam,utrwin
D,nwggam-utrwkz,18,19,18,18,12.0,nwggam,utrwkz
D,nwggam-utrzam,21,25,21,21,13.4,nwggam,utrzam
D,nwggam-viaaug,13,13,13,13,7.7,nwggam,viaaug
D,nwggam-viabus,11,11,11,11,8.2,nwggam,viabus
D,nwggam-viacla,13,13,13,13,9.0,nwggam,viacla
D,nwggam-viaduv,9,9,9,9,6.9,nwggam,viaduv
D,nwggam-vialbo,13,15,13,13,8.2,nwggam,vialbo
D,nwggam-vialbw,13,13,13,13,8.2,nwggam,vialbw
D,nwggam-vialor,14,14,14,14,8.4,nwggam,vialor
D,nwggam-viaspo,13,13,13,13,7.7,nwggam,viaspo
D,nwggam-vtnsta,22,24,22,22,18.808,nwggam,vtnsta
D,nwggam-vtnvel,23,27,23,23,14.457,nwggam,vtnvel
D,nwggam-wbdbus,26,26,26,26,25.0,nwggam,wbdbus
D,nwggam-yssbin,12,12,12,12,6.368,nwggam,yssbin
D,nwggam-ysseur,10,10,10,10,5.0,nwggam,ysseur
D,nwggam-zstbus,24,24,24,24,22.7,nwggam,zstbus
D,nwggam-zstdre,30,45,30,30,16.4,nwggam,zstdre
D,nwggam-zstgar,22,22,22,22,19.3,nwggam,zstgar
D,nwggam-zsthan,21,21,21,21,19.2,nwggam,zsthan
D,nwggam-zstron,23,23,23,23,18.0,nwggam,zstron
D,nwggar-bhvsta,20,29,20,20,15.3,nwggar,bhvsta
D,nwggar-dbgsta,15,22,15,15,13.8,nwggar,dbgsta
D,nwggar-hrzbri,25,30,25,25,16.5,nwggar,hrzbri
D,nwggar-htnsta,18,23,18,18,8.9,nwggar,htnsta
D,nwggar-kocroe,25,35,25,25,21.5,nwggar,kocroe
D,nwggar-masple,24,29,24,24,15.0,nwggar,masple
D,nwggar-massta,20,22,20,20,13.4,nwggar,massta
D,nwggar-nwgcen,10,10,10,10,5.0,nwggar,nwgcen
D,nwggar-nwggar,1,1,1,1,0.5,nwggar,nwggar
D,nwggar-nwgmac,15,17,15,15,6.0,nwggar,nwgmac
D,nwggar-nwgrms,1,1,1,1,0.001,nwggar,nwgrms
D,nwggar-olomol,39,47,39,39,17.2,nwggar,olomol
D,nwggar-utrann,12,12,12,12,7.0,nwggar,utrann
D,nwggar-utrbav,22,26,22,22,4.7,nwggar,utrbav
D,nwggar-utrcsc,17,18,17,17,7.0,nwggar,utrcsc
D,nwggar-utrcsw,15,16,15,15,5.5,nwggar,utrcsw
D,nwggar-utrfra,28,33,28,28,19.2,nwggar,utrfra
D,nwggar-utrgoy,10,10,10,10,3.8,nwggar,utrgoy
D,nwggar-utrijs,12,12,12,12,4.5,nwggar,utrijs
D,nwggar-utrler,13,16,13,13,8.2,nwggar,utrler
D,nwggar-utrlun,15,17,15,15,4.3,nwggar,utrlun
D,nwggar-utroor,17,19,17,17,9.5,nwggar,utroor
D,nwggar-utrove,20,23,20,20,13.5,nwggar,utrove
D,nwggar-utrvec,25,27,25,25,18.5,nwggar,utrvec
D,nwggar-utrvs3,6,6,6,6,1.9,nwggar,utrvs3
D,nwggar-utrwal,13,16,13,13,8.0,nwggar,utrwal
D,nwggar-utrwes,5,5,5,5,1.8,nwggar,utrwes
D,nwggar-vtnsta,20,26,20,20,14.5,nwggar,vtnsta
D,nwggar-vtnvel,18,23,18,18,10.4,nwggar,vtnvel
D,nwggar-wesnhk,30,35,30,30,21.0,nwggar,wesnhk
D,nwggar-zstbus,21,25,21,21,19.5,nwggar,zstbus
D,nwgklo-dbgsta,24,28,24,24,16.6,nwgklo,dbgsta
D,nwgklo-htnsta,21,25,21,21,9.6,nwgklo,htnsta
D,nwgklo-lgwgar,22,26,22,22,20.3,nwgklo,lgwgar
D,nwgklo-nwgcen,12,14,12,12,5.321,nwgklo,nwgcen
D,nwgklo-nwggam,7,7,7,7,3.604,nwgklo,nwggam
D,nwgklo-nwgmac,7,7,7,7,7.7,nwgklo,nwgmac
D,nwgklo-nwgnyv,7,9,7,7,2.782,nwgklo,nwgnyv
D,nwgklo-nwgwat,10,11,10,10,5.135,nwgklo,nwgwat
